age,tenth_percentage,twelfth_or_diploma_percentage,math_score,programming_score,communication_score,logical_reasoning_score,creativity_score,leadership_score,teamwork_score,problem_solving_score,coding_interest,design_interest,data_interest,business_interest,security_interest,cloud_interest,certifications_count,project_count,gender_Female,gender_Male,gender_Other,preferred_work_type_Analytical,preferred_work_type_Creative,preferred_work_type_Management,preferred_work_type_Technical,preferred_domain_AI-ML,preferred_domain_Cloud,preferred_domain_Data,preferred_domain_Security,preferred_domain_Web,personality_type_Analytical,personality_type_Creative,personality_type_Leader,personality_type_Logical,internship_experience_No,internship_experience_Yes,favorite_subject_DBMS,favorite_subject_Math,favorite_subject_Python,favorite_subject_Statistics,favorite_subject_Web
19,76.03,95.05,86,100,81,96,40,46,62,72,1,7,10,3,5,5,3,2,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
20,69.83,68.47,79,100,69,85,90,35,49,80,10,5,2,2,2,1,1,5,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
19,90.15,84.72,64,67,46,86,60,54,55,77,10,5,4,3,5,2,0,4,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
20,83.22,73.88,49,73,63,62,87,42,58,84,6,7,6,3,4,1,2,5,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
20,98.34,61.31,100,95,89,92,42,59,68,87,10,5,8,7,3,1,1,3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
21,73.23,66.62,71,89,68,92,51,61,66,71,7,2,8,1,1,10,0,5,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
20,66.27,70.15,82,65,91,78,49,36,74,84,1,1,2,4,10,4,2,5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
20,78.44,77.97,89,69,65,80,36,43,63,96,10,8,2,7,7,7,0,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
18,80.94,78.94,90,95,57,78,53,51,56,81,6,3,10,1,1,3,2,6,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
19,81.37,78.27,75,93,82,86,62,40,80,79,1,5,3,4,10,3,3,4,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
20,80.51,75.72,42,58,60,70,44,47,57,84,3,6,6,2,4,1,0,0,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
21,80.97,82.93,90,95,54,91,66,72,92,73,1,3,4,1,1,7,2,4,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
19,79.12,60.51,45,78,73,73,97,60,90,68,1,9,5,4,5,4,1,7,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
21,77.37,66.85,90,77,46,75,43,70,64,85,9,8,3,6,5,2,2,6,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
20,72.6,76.68,51,63,70,51,74,89,82,75,4,1,7,1,1,6,2,2,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False
19,81.98,69.75,89,94,65,100,84,61,97,92,7,2,4,5,6,5,3,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
19,89.36,79.33,75,100,78,87,77,39,79,79,4,1,2,1,2,10,1,2,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
20,89.68,83.95,57,100,45,81,71,66,68,100,10,3,1,4,1,6,2,7,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
21,76.53,71.43,95,78,83,61,78,35,63,79,5,3,10,1,2,8,5,3,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
17,66.77,90.11,85,71,51,87,85,44,51,64,1,4,7,8,1,5,2,3,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
19,75.43,83.57,70,100,69,84,61,78,76,87,10,1,1,6,5,1,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
21,80.76,70.89,79,50,95,65,53,56,61,80,2,1,9,3,3,3,1,2,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
18,72.05,90.06,100,95,94,91,44,68,92,88,10,1,4,7,3,6,2,9,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
19,86.11,63.64,98,76,95,83,58,67,75,71,9,3,1,1,7,2,0,3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
21,90.4,85.23,70,63,72,70,89,75,65,78,2,10,2,4,2,4,3,6,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
19,78.65,83.31,88,78,49,61,84,44,70,73,4,2,8,2,1,6,0,2,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False
18,79.58,72.66,71,99,58,72,41,32,99,93,4,1,1,1,5,9,1,4,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
19,75.88,89.08,67,76,57,91,52,35,73,69,3,1,1,3,5,10,1,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
18,91.63,87.73,66,86,84,70,78,49,79,99,4,2,6,3,1,8,0,3,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
17,99.0,84.22,83,70,77,94,72,77,93,90,2,1,1,2,9,3,4,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
19,78.02,93.3,82,98,74,93,35,59,73,83,1,1,7,6,1,1,1,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
17,72.45,99.0,58,83,56,93,71,41,93,71,10,3,4,7,4,3,1,4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
21,75.76,78.08,63,58,84,42,69,71,81,74,7,1,2,1,5,3,2,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
20,80.25,92.59,66,100,60,80,52,32,70,97,1,1,6,1,7,5,1,2,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
19,83.46,94.28,80,99,82,78,72,55,100,82,1,3,10,3,2,5,3,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
21,99.0,90.8,88,63,39,84,100,57,73,58,5,10,5,4,3,5,1,4,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
19,86.52,69.78,58,50,76,43,85,60,93,81,5,5,1,2,1,6,2,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
20,77.74,83.41,61,95,56,79,77,79,51,91,9,1,2,2,5,2,1,4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
20,77.74,89.21,89,80,77,96,45,62,94,84,10,1,5,5,7,2,1,5,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
17,73.17,68.05,73,100,85,76,39,35,71,86,10,2,7,3,1,1,1,7,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
18,81.48,95.59,99,80,82,98,68,72,59,84,4,6,10,3,4,3,1,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
18,60.04,93.09,51,63,55,88,100,48,67,79,5,10,3,5,1,2,2,2,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
17,89.43,79.36,53,63,80,55,48,85,67,89,3,4,4,9,6,5,2,2,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
19,76.95,75.86,95,91,44,83,74,53,52,88,10,1,6,4,1,8,1,4,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
17,78.75,77.77,70,89,79,82,64,70,81,91,8,5,10,5,1,4,2,10,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
21,79.59,76.74,70,44,81,47,69,71,84,73,2,1,3,1,5,5,1,2,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
18,93.09,95.52,50,53,85,49,73,59,76,84,4,7,4,7,10,6,0,2,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True
18,84.73,74.12,77,54,84,53,100,35,67,79,2,10,3,6,4,1,2,3,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
18,88.59,90.04,77,78,60,78,98,40,51,81,5,10,2,6,5,3,2,7,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
18,74.28,70.19,97,67,88,91,61,80,71,81,4,4,10,4,4,4,1,2,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
22,76.59,91.33,50,47,59,74,98,59,72,83,4,9,2,5,6,6,1,3,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
18,92.97,81.53,88,96,100,94,69,59,100,74,8,5,3,3,1,2,1,3,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
17,81.93,76.95,48,72,75,66,82,75,75,87,5,2,5,2,3,5,2,5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
19,77.03,86.9,81,86,46,94,46,30,76,84,1,1,5,4,6,7,2,4,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
20,80.37,76.37,76,94,78,91,49,74,58,85,1,1,5,5,6,10,1,2,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
18,79.57,75.11,80,93,56,71,60,59,78,90,6,2,7,4,2,3,0,2,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
21,76.76,81.93,50,51,80,93,49,92,70,96,1,3,6,10,1,5,0,4,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
22,78.22,73.86,78,67,49,89,68,67,66,77,3,6,7,2,6,2,1,4,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
18,70.99,73.28,92,76,88,76,71,70,61,79,5,2,2,3,3,10,2,4,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
19,82.84,91.04,98,91,52,81,66,48,95,86,7,1,1,6,6,2,2,4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
21,77.69,65.46,73,89,56,70,66,67,77,90,5,6,8,4,6,6,3,0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
18,83.99,97.67,77,51,80,76,61,91,70,71,6,5,5,7,2,1,2,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
17,82.1,86.57,83,82,76,98,81,41,63,98,3,5,9,1,1,3,3,2,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
21,67.73,62.35,88,91,64,97,70,54,58,69,5,1,9,3,2,5,0,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
17,78.54,68.73,74,84,94,79,46,35,98,97,4,6,2,5,10,2,1,4,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
20,87.87,59.2,84,98,73,81,39,66,100,76,10,5,1,7,3,1,3,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
20,85.21,90.48,58,87,91,84,84,93,79,82,7,4,9,8,2,3,0,10,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
22,75.13,59.27,57,56,86,65,55,72,62,72,1,2,2,1,5,10,4,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
19,78.81,76.25,73,91,53,80,43,35,91,95,6,1,3,3,4,10,0,6,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
22,89.42,90.38,67,75,62,67,88,45,67,79,4,7,2,4,10,7,1,5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
17,64.41,72.97,42,69,91,66,89,67,55,82,2,1,3,4,2,5,2,2,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
20,76.48,58.91,77,72,91,76,79,63,87,82,4,5,7,5,10,8,1,4,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
20,67.36,68.89,63,72,93,90,70,50,55,72,5,2,8,3,3,2,0,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
17,77.48,77.68,57,48,63,84,99,56,76,69,3,10,3,3,1,2,3,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
17,82.56,87.18,71,66,55,87,82,58,73,93,3,6,1,5,1,9,2,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
18,84.92,86.13,94,65,48,85,57,77,80,81,4,4,7,3,5,6,3,2,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
19,98.74,93.93,65,95,74,87,82,47,68,98,10,4,2,6,6,5,2,5,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
20,84.02,79.06,99,87,66,93,66,56,65,88,10,2,3,2,3,8,0,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
22,88.24,81.15,45,58,59,47,88,73,69,81,7,6,6,2,4,6,0,2,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
19,74.73,90.97,93,91,50,76,81,47,88,84,6,3,1,5,10,2,6,4,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
17,86.07,68.0,88,58,75,86,35,42,67,66,1,5,1,4,10,4,0,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
17,73.62,71.94,69,89,92,78,45,30,97,99,5,4,2,4,9,3,1,5,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
18,93.56,73.87,90,78,87,89,54,49,100,92,2,6,10,1,1,1,2,2,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
24,76.71,63.51,70,73,70,63,35,64,74,81,6,4,7,7,6,4,3,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
18,78.69,92.66,94,76,41,81,61,35,95,88,1,5,10,1,4,2,3,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
19,95.74,77.75,89,98,71,95,54,46,98,79,4,3,3,1,4,10,1,4,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
20,77.54,81.19,59,64,65,53,35,72,77,68,5,6,7,5,2,3,2,3,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
17,84.44,68.45,76,97,73,82,72,35,96,73,6,4,10,1,5,1,3,6,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
21,90.19,85.27,83,96,66,78,35,44,91,75,4,5,6,7,5,10,3,7,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
17,80.29,66.51,76,97,64,75,64,40,61,75,8,1,4,8,7,1,0,5,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True
20,84.65,89.76,77,69,54,79,58,42,94,70,9,5,2,4,2,2,2,3,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
19,99.0,63.38,75,100,56,85,47,59,80,84,9,5,3,5,1,1,4,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
20,76.54,83.88,71,61,52,85,51,78,81,84,5,1,10,1,3,5,3,2,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
21,71.56,92.08,50,58,70,57,90,37,76,80,10,5,3,2,3,6,3,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False
22,90.18,65.34,93,74,50,100,56,76,48,75,8,7,8,1,1,4,2,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
18,71.34,82.14,84,96,75,89,68,64,90,74,7,5,6,2,5,1,3,4,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
18,79.96,74.69,75,50,56,57,80,56,90,70,4,8,1,4,5,7,1,4,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
19,78.59,71.18,92,100,59,68,48,38,64,73,5,4,10,1,2,3,3,4,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
18,73.09,64.33,67,70,86,74,87,35,94,67,1,10,2,4,1,1,1,3,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
22,83.19,84.39,91,66,58,62,58,69,93,81,2,1,10,2,1,1,3,2,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
20,85.84,80.19,57,75,64,51,94,35,74,91,6,10,3,6,3,7,3,3,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
19,93.19,61.73,73,77,63,72,81,35,60,55,2,10,8,2,1,1,4,2,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
21,70.03,64.2,89,100,58,100,66,53,67,63,4,1,10,1,6,6,2,2,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
19,88.46,82.67,83,82,79,65,35,51,67,96,10,5,6,8,1,5,3,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
20,71.89,58.87,100,93,71,86,35,79,73,88,10,6,5,4,2,7,2,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
17,75.96,85.92,79,80,97,87,74,64,57,92,2,6,2,4,2,10,0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
19,82.48,86.87,81,88,92,86,49,55,97,78,10,2,3,2,1,5,1,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
21,70.84,79.67,100,72,72,76,39,35,77,81,7,6,6,4,1,4,2,2,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
20,92.02,76.01,70,88,88,72,41,72,79,74,7,5,4,4,1,1,3,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
18,64.39,90.29,72,78,70,87,59,74,68,72,3,5,6,1,10,4,0,5,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
20,81.07,82.69,69,71,52,78,36,45,88,90,7,1,1,6,2,3,5,4,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
18,80.87,73.53,79,70,88,81,78,95,100,66,8,2,9,10,4,1,2,4,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
19,84.07,74.87,97,97,65,88,52,66,86,90,8,3,4,3,4,4,4,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
19,76.78,65.08,68,63,76,76,80,39,87,94,8,6,1,3,3,2,3,6,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
17,67.52,68.92,46,54,58,77,89,79,68,69,1,10,6,4,4,3,0,3,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
22,81.12,95.61,90,86,58,100,55,48,98,77,10,1,4,4,6,7,3,6,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
19,76.22,76.02,94,99,85,71,87,55,45,89,7,2,10,1,1,6,2,6,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
17,76.17,80.9,71,93,95,93,43,33,83,81,5,6,4,4,2,7,2,3,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
21,80.05,77.55,67,88,49,77,58,71,87,72,4,4,7,3,4,5,2,3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
18,70.72,71.73,92,87,65,83,76,75,100,75,8,4,9,6,3,6,0,5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
19,82.04,92.3,71,92,56,98,66,66,76,88,10,2,5,3,2,5,1,4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
19,84.18,76.67,98,91,54,83,45,63,46,70,7,3,1,4,1,10,3,4,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
20,74.13,74.33,64,69,69,86,84,39,80,71,5,7,2,1,1,4,3,1,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
20,92.07,72.25,82,67,94,72,75,67,75,83,4,8,1,3,5,1,2,4,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
20,81.89,96.76,61,68,75,54,100,58,69,60,1,8,3,1,3,4,5,1,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
22,83.44,79.55,88,54,76,73,88,38,76,98,1,4,9,3,3,4,2,3,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
19,94.03,80.84,95,76,97,95,64,35,65,78,10,1,1,1,2,2,0,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
19,74.94,73.07,73,61,79,61,76,41,57,64,2,8,6,3,1,2,3,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
21,72.3,75.53,68,66,61,85,97,40,84,78,4,9,4,1,1,4,4,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
19,76.33,78.06,100,100,47,79,41,74,77,86,10,6,4,3,2,1,2,5,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
19,87.48,73.55,73,82,45,76,60,44,72,71,10,5,3,4,3,4,5,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
23,81.31,87.05,82,68,93,77,88,65,87,67,6,10,3,6,4,1,3,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
19,86.75,85.34,100,99,80,92,36,77,58,78,6,7,5,1,5,8,2,2,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
23,88.63,64.96,65,46,80,67,59,77,65,81,4,3,2,1,4,4,3,3,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
18,77.89,76.66,58,87,74,61,73,35,84,79,5,5,4,3,4,5,3,5,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
19,81.14,69.8,65,70,74,98,88,39,87,93,5,1,7,3,3,6,1,5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
18,81.36,75.24,69,91,60,92,45,51,52,82,10,1,5,5,1,1,1,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
20,76.92,62.4,63,96,66,94,54,67,74,79,6,4,6,3,1,7,1,3,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
20,98.84,61.16,99,100,89,97,35,53,67,80,10,6,7,4,3,3,1,2,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
21,67.5,67.24,85,69,90,89,50,66,90,85,9,3,3,6,4,3,5,3,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True
19,83.73,64.61,42,67,85,83,65,69,59,75,4,1,4,7,7,1,4,7,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False
19,61.0,78.44,93,97,58,85,51,56,64,100,10,3,3,5,1,2,0,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
18,77.38,89.87,73,51,64,61,87,35,92,65,5,10,5,6,1,5,3,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
21,86.09,58.12,100,83,73,89,53,49,86,87,7,6,4,2,2,1,1,4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
18,74.9,75.04,88,77,80,70,91,68,97,96,3,1,4,4,4,10,5,3,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
19,76.71,75.87,69,71,87,77,83,81,59,61,4,4,7,1,6,5,1,5,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
17,81.54,58.89,83,100,75,95,83,59,73,95,4,4,7,4,3,1,5,5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
20,82.23,80.21,66,96,57,89,83,58,54,77,7,3,10,5,7,7,2,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
18,74.79,69.76,94,81,54,75,68,81,100,80,4,1,9,5,4,2,2,5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
21,94.62,87.8,73,68,44,75,100,59,73,52,2,9,4,2,3,4,1,6,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
17,76.0,84.16,82,71,74,80,88,60,61,79,4,8,4,2,5,2,0,2,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
20,83.51,76.34,91,88,52,86,35,56,55,70,4,1,1,4,1,10,2,3,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
19,82.16,81.43,67,75,50,100,58,49,67,77,5,3,10,4,7,1,1,3,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
22,84.08,53.6,61,73,85,77,70,65,80,82,10,4,7,4,1,6,2,6,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
20,77.57,53.1,58,79,87,80,79,75,89,76,5,3,6,10,7,1,1,3,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
